-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 11/02/2000 through 11/02/2020 
Location: Latitude  3.0   Longitude 105.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.07 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
RH2M      MERRA-2 Relative Humidity at 2 Meters (%) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,WS10M,RH2M,T2M
2000,11,2,4.94,87.44,27.05
2000,11,3,4.5,86.19,27.14
2000,11,4,2.77,83.38,27.26
2000,11,5,2.0,81.0,27.08
2000,11,6,2.53,80.44,27.49
2000,11,7,4.17,83.62,27.6
2000,11,8,4.15,83.38,27.55
2000,11,9,5.21,85.12,27.38
2000,11,10,5.45,86.94,27.04
2000,11,11,5.56,87.19,27.33
2000,11,12,5.38,86.44,27.54
2000,11,13,6.05,85.5,27.75
2000,11,14,4.41,85.19,27.84
2000,11,15,4.8,86.19,27.27
2000,11,16,3.1,88.06,26.83
2000,11,17,2.84,83.31,27.51
2000,11,18,2.97,83.06,28.01
2000,11,19,3.56,85.06,27.98
2000,11,20,4.63,86.44,27.93
2000,11,21,4.82,87.75,27.41
2000,11,22,4.1,87.06,27.14
2000,11,23,3.16,84.81,26.9
2000,11,24,4.94,86.06,27.46
2000,11,25,4.55,87.38,27.34
2000,11,26,3.07,86.31,26.94
2000,11,27,3.81,88.5,26.64
2000,11,28,6.27,87.62,27.09
2000,11,29,6.19,85.81,27.1
2000,11,30,7.23,88.0,26.91
2000,12,1,5.29,87.44,26.91
2000,12,2,5.77,85.12,26.92
2000,12,3,5.18,85.0,27.1
2000,12,4,5.01,82.56,27.4
2000,12,5,6.2,81.19,27.45
2000,12,6,5.2,81.5,27.3
2000,12,7,5.65,81.69,27.49
2000,12,8,4.72,81.38,27.55
2000,12,9,3.32,79.38,27.59
2000,12,10,3.58,82.75,27.3
2000,12,11,3.95,84.38,27.08
2000,12,12,4.45,86.56,26.93
2000,12,13,3.92,87.69,26.83
2000,12,14,3.68,88.31,26.81
2000,12,15,4.6,88.69,26.6
2000,12,16,4.44,86.06,27.02
2000,12,17,4.8,87.06,26.93
2000,12,18,4.53,89.38,26.09
2000,12,19,3.59,88.94,26.4
2000,12,20,1.41,86.75,26.19
2000,12,21,4.88,88.62,26.53
2000,12,22,7.52,87.94,26.87
2000,12,23,8.7,86.25,26.81
2000,12,24,7.88,84.19,26.76
2000,12,25,7.0,82.62,26.74
2000,12,26,6.37,83.19,26.59
2000,12,27,6.04,87.75,26.28
2000,12,28,4.34,86.94,26.49
2000,12,29,1.86,86.12,26.28
2000,12,30,2.64,88.06,26.15
2000,12,31,6.43,88.06,26.27
2001,1,1,7.91,85.12,25.98
2001,1,2,6.91,82.0,26.08
2001,1,3,5.82,83.06,25.9
2001,1,4,4.74,80.06,26.24
2001,1,5,3.98,77.06,26.77
2001,1,6,4.77,83.56,26.57
2001,1,7,5.15,83.06,26.55
2001,1,8,5.64,83.31,26.31
2001,1,9,6.23,83.44,26.24
2001,1,10,5.33,83.94,26.14
2001,1,11,4.53,86.44,25.76
2001,1,12,3.12,85.88,25.7
2001,1,13,1.69,87.5,25.5
2001,1,14,4.37,87.0,26.04
2001,1,15,6.23,88.0,25.95
2001,1,16,6.52,86.94,26.13
2001,1,17,7.28,89.0,26.17
2001,1,18,4.96,89.19,26.23
2001,1,19,5.44,87.31,26.43
2001,1,20,5.69,88.12,26.48
2001,1,21,5.95,88.44,26.46
2001,1,22,6.73,89.75,26.18
2001,1,23,4.96,88.25,26.28
2001,1,24,4.59,89.19,26.33
2001,1,25,3.14,88.38,26.24
2001,1,26,3.45,88.62,26.46
2001,1,27,3.76,89.0,26.49
2001,1,28,5.66,86.0,26.76
2001,1,29,7.87,83.5,27.05
2001,1,30,8.69,84.44,26.84
2001,1,31,6.61,89.12,26.15
2001,2,1,4.36,90.5,25.37
2001,2,2,5.02,90.38,25.57
2001,2,3,5.01,89.25,25.73
2001,2,4,5.89,89.44,25.77
2001,2,5,5.99,90.5,25.9
2001,2,6,6.85,89.69,26.14
2001,2,7,5.84,89.44,25.91
2001,2,8,6.03,89.12,25.57
2001,2,9,6.8,91.12,25.47
2001,2,10,7.49,91.12,25.37
2001,2,11,8.1,88.12,26.24
2001,2,12,7.27,87.88,26.39
2001,2,13,6.88,90.31,26.04
2001,2,14,8.53,87.38,26.32
2001,2,15,9.18,85.56,26.36
2001,2,16,8.95,82.62,26.26
2001,2,17,7.52,81.12,26.18
2001,2,18,6.04,81.12,26.2
2001,2,19,5.46,85.06,25.84
2001,2,20,5.46,84.56,25.96
2001,2,21,3.09,81.19,25.86
2001,2,22,3.82,81.38,26.5
2001,2,23,3.41,81.5,26.55
2001,2,24,4.09,84.19,26.52
2001,2,25,2.26,76.44,26.16
2001,2,26,4.73,81.94,26.74
2001,2,27,4.91,77.31,26.94
2001,2,28,5.87,80.06,26.55
2001,3,1,5.91,80.12,26.82
2001,3,2,6.98,82.31,27.43
2001,3,3,6.55,82.88,27.27
2001,3,4,6.7,87.25,26.4
2001,3,5,8.57,87.62,26.62
2001,3,6,6.75,86.56,26.65
2001,3,7,3.81,86.62,26.42
2001,3,8,2.28,86.06,26.42
2001,3,9,3.38,85.12,26.36
2001,3,10,4.49,87.81,26.58
2001,3,11,4.4,87.0,26.79
2001,3,12,2.98,86.44,26.33
2001,3,13,3.01,85.56,26.48
2001,3,14,3.81,87.25,26.92
2001,3,15,4.66,84.19,27.25
2001,3,16,3.76,84.38,27.08
2001,3,17,2.86,85.94,26.84
2001,3,18,2.3,82.06,27.05
2001,3,19,2.97,83.62,27.15
2001,3,20,1.5,83.06,26.77
2001,3,21,3.28,82.56,27.04
2001,3,22,1.86,80.56,27.4
2001,3,23,2.82,84.25,27.32
2001,3,24,3.2,87.06,27.02
2001,3,25,4.16,85.94,27.5
2001,3,26,3.27,80.19,28.02
2001,3,27,4.6,84.12,27.87
2001,3,28,3.78,82.75,28.11
2001,3,29,3.16,84.69,27.65
2001,3,30,1.34,82.38,27.41
2001,3,31,2.13,81.19,27.71
2001,4,1,2.71,81.69,27.91
2001,4,2,2.73,82.38,28.04
2001,4,3,2.56,81.81,28.07
2001,4,4,3.09,83.62,27.66
2001,4,5,1.67,82.12,27.34
2001,4,6,1.84,81.38,27.61
2001,4,7,2.24,81.62,27.48
2001,4,8,1.28,77.94,27.82
2001,4,9,1.27,76.12,28.3
2001,4,10,1.37,79.25,27.86
2001,4,11,1.71,71.69,28.41
2001,4,12,1.84,72.62,28.51
2001,4,13,2.78,80.75,28.05
2001,4,14,2.07,78.69,28.26
2001,4,15,1.91,78.31,28.16
2001,4,16,2.34,80.75,28.01
2001,4,17,2.12,81.94,27.83
2001,4,18,1.5,79.12,27.83
2001,4,19,1.52,75.88,28.33
2001,4,20,1.62,77.0,28.37
2001,4,21,3.86,82.25,28.51
2001,4,22,3.38,83.94,28.3
2001,4,23,2.88,85.38,28.03
2001,4,24,2.41,84.94,27.79
2001,4,25,1.84,83.69,27.68
2001,4,26,1.73,83.38,27.8
2001,4,27,0.94,82.5,27.8
2001,4,28,1.98,80.0,28.35
2001,4,29,5.06,86.19,28.33
2001,4,30,3.5,86.31,28.02
2001,5,1,2.4,82.19,28.52
2001,5,2,1.36,79.31,28.58
2001,5,3,2.28,78.12,28.93
2001,5,4,2.78,80.25,28.98
2001,5,5,2.66,81.0,28.72
2001,5,6,2.36,78.62,28.99
2001,5,7,1.98,78.75,28.87
2001,5,8,2.27,80.19,28.75
2001,5,9,2.16,79.5,28.81
2001,5,10,2.69,82.25,28.73
2001,5,11,1.79,77.12,28.86
2001,5,12,1.7,79.81,28.26
2001,5,13,2.2,81.38,28.26
2001,5,14,3.75,80.81,28.87
2001,5,15,4.8,82.31,29.35
2001,5,16,3.54,81.81,29.08
2001,5,17,2.92,83.88,29.0
2001,5,18,3.29,82.25,28.57
2001,5,19,4.12,83.44,28.81
2001,5,20,4.06,82.06,28.95
2001,5,21,4.34,79.25,29.33
2001,5,22,4.62,80.44,29.31
2001,5,23,4.45,81.44,29.26
2001,5,24,4.11,81.88,29.13
2001,5,25,4.62,78.5,29.55
2001,5,26,4.16,77.62,29.38
2001,5,27,4.12,81.44,28.66
2001,5,28,3.3,81.0,28.33
2001,5,29,1.99,79.94,27.94
2001,5,30,2.91,83.25,28.05
2001,5,31,3.15,81.19,28.58
2001,6,1,2.91,78.88,28.95
2001,6,2,2.13,78.31,28.78
2001,6,3,1.31,74.56,28.65
2001,6,4,1.76,79.06,28.23
2001,6,5,2.3,83.38,27.91
2001,6,6,3.53,85.25,27.8
2001,6,7,3.98,86.06,27.78
2001,6,8,4.09,79.19,28.15
2001,6,9,2.27,76.75,28.14
2001,6,10,3.15,76.12,29.02
2001,6,11,3.01,79.5,28.82
2001,6,12,1.58,76.44,28.55
2001,6,13,1.26,75.69,28.59
2001,6,14,4.12,79.94,28.89
2001,6,15,3.52,79.0,28.65
2001,6,16,4.49,79.19,28.58
2001,6,17,5.26,81.44,28.54
2001,6,18,6.39,78.12,28.84
2001,6,19,5.01,80.38,28.44
2001,6,20,5.77,79.19,28.7
2001,6,21,6.57,78.06,29.04
2001,6,22,6.37,83.0,28.58
2001,6,23,6.15,84.69,28.01
2001,6,24,5.62,84.88,28.33
2001,6,25,6.03,85.62,28.01
2001,6,26,6.5,83.88,28.02
2001,6,27,6.33,81.69,28.32
2001,6,28,6.73,85.25,28.28
2001,6,29,7.5,78.38,28.47
2001,6,30,5.94,79.06,28.63
2001,7,1,5.86,80.19,29.01
2001,7,2,7.98,78.38,29.36
2001,7,3,7.89,79.75,29.22
2001,7,4,6.84,79.19,28.98
2001,7,5,7.84,78.81,29.11
2001,7,6,8.34,76.69,29.08
2001,7,7,7.36,73.75,29.15
2001,7,8,6.55,73.81,29.0
2001,7,9,4.81,75.69,28.89
2001,7,10,4.73,77.31,28.95
2001,7,11,4.58,81.06,28.61
2001,7,12,3.73,82.44,28.27
2001,7,13,4.21,83.06,28.23
2001,7,14,5.64,81.38,28.62
2001,7,15,5.51,82.94,28.69
2001,7,16,4.0,83.06,28.42
2001,7,17,2.98,81.31,28.23
2001,7,18,2.78,80.62,27.99
2001,7,19,3.95,80.44,28.63
2001,7,20,4.39,83.25,28.55
2001,7,21,4.93,85.44,28.25
2001,7,22,5.16,85.62,28.19
2001,7,23,3.19,79.19,28.47
2001,7,24,3.44,80.19,28.38
2001,7,25,5.05,81.69,28.39
2001,7,26,6.14,83.88,27.8
2001,7,27,5.73,78.56,28.8
2001,7,28,5.83,81.38,28.37
2001,7,29,4.37,82.31,27.88
2001,7,30,4.37,84.69,27.84
2001,7,31,4.0,84.88,27.72
2001,8,1,3.87,85.88,27.21
2001,8,2,2.12,84.69,26.8
2001,8,3,3.01,79.69,26.91
2001,8,4,3.28,80.75,27.48
2001,8,5,5.77,86.19,27.57
2001,8,6,7.61,83.81,28.23
2001,8,7,6.52,81.94,28.35
2001,8,8,5.45,82.25,28.16
2001,8,9,4.6,85.12,27.4
2001,8,10,6.02,83.06,28.15
2001,8,11,5.5,81.75,28.44
2001,8,12,5.09,75.62,29.08
2001,8,13,4.96,75.75,29.01
2001,8,14,4.79,80.19,28.62
2001,8,15,5.34,83.31,28.53
2001,8,16,6.77,81.56,28.69
2001,8,17,6.09,83.94,28.42
2001,8,18,5.3,84.75,28.2
2001,8,19,5.05,85.06,28.28
2001,8,20,6.11,86.62,28.19
2001,8,21,6.34,83.12,28.07
2001,8,22,7.0,82.12,28.51
2001,8,23,5.13,82.81,28.55
2001,8,24,4.61,81.38,28.73
2001,8,25,6.14,83.12,28.98
2001,8,26,6.4,82.69,28.62
2001,8,27,7.17,84.06,28.06
2001,8,28,5.98,83.56,27.9
2001,8,29,5.82,84.12,28.15
2001,8,30,5.61,87.25,27.58
2001,8,31,3.17,81.06,27.43
2001,9,1,4.55,82.56,28.33
2001,9,2,3.87,81.69,28.2
2001,9,3,4.73,82.88,28.18
2001,9,4,5.14,83.88,28.05
2001,9,5,4.92,85.12,27.84
2001,9,6,5.88,84.5,27.97
2001,9,7,5.72,83.25,27.58
2001,9,8,5.0,83.5,27.42
2001,9,9,4.72,81.25,28.15
2001,9,10,4.75,78.25,28.82
2001,9,11,5.3,78.75,28.4
2001,9,12,3.86,77.81,28.32
2001,9,13,2.95,77.62,28.2
2001,9,14,2.77,80.31,27.87
2001,9,15,2.47,80.19,27.86
2001,9,16,2.18,80.69,27.69
2001,9,17,3.0,83.62,27.31
2001,9,18,4.07,84.38,27.42
2001,9,19,3.98,83.94,27.26
2001,9,20,3.51,82.56,27.51
2001,9,21,2.98,81.69,27.55
2001,9,22,3.34,84.81,27.48
2001,9,23,4.2,82.69,27.91
2001,9,24,4.72,82.38,28.22
2001,9,25,3.46,80.0,28.37
2001,9,26,4.44,84.62,27.8
2001,9,27,3.48,84.5,27.26
2001,9,28,1.48,82.62,26.98
2001,9,29,1.2,79.44,26.69
2001,9,30,1.73,80.25,26.95
2001,10,1,2.95,85.62,26.76
2001,10,2,4.84,85.81,27.19
2001,10,3,4.38,85.31,27.39
2001,10,4,3.11,84.38,27.27
2001,10,5,3.74,84.12,27.55
2001,10,6,2.93,82.62,27.63
2001,10,7,2.12,81.44,27.3
2001,10,8,2.62,81.12,27.15
2001,10,9,1.3,75.56,28.12
2001,10,10,1.56,74.0,28.62
2001,10,11,2.78,79.31,28.14
2001,10,12,2.58,81.81,27.61
2001,10,13,1.95,77.62,28.35
2001,10,14,1.84,80.19,28.01
2001,10,15,1.71,79.38,27.78
2001,10,16,5.16,85.19,27.9
2001,10,17,3.27,80.0,28.19
2001,10,18,4.48,86.56,27.41
2001,10,19,3.65,84.25,27.47
2001,10,20,1.49,80.94,27.74
2001,10,21,1.72,80.19,27.83
2001,10,22,4.54,81.94,28.37
2001,10,23,2.52,80.5,28.27
2001,10,24,2.05,79.62,27.85
2001,10,25,3.6,80.62,27.93
2001,10,26,2.18,81.25,27.86
2001,10,27,3.44,81.56,28.04
2001,10,28,3.25,87.88,27.13
2001,10,29,2.19,86.25,26.9
2001,10,30,2.8,86.5,26.84
2001,10,31,2.73,83.81,27.22
2001,11,1,1.56,81.75,26.85
2001,11,2,2.77,81.25,27.53
2001,11,3,2.18,81.12,27.43
2001,11,4,1.72,79.75,27.33
2001,11,5,3.12,83.31,27.01
2001,11,6,2.54,85.06,26.65
2001,11,7,2.52,83.62,27.25
2001,11,8,1.67,82.56,27.33
2001,11,9,1.88,82.44,27.26
2001,11,10,1.83,83.38,27.26
2001,11,11,1.39,82.81,27.31
2001,11,12,1.59,80.69,27.52
2001,11,13,2.3,84.38,27.55
2001,11,14,1.23,81.56,27.5
2001,11,15,4.09,88.69,26.44
2001,11,16,6.23,87.69,27.08
2001,11,17,7.1,84.56,27.98
2001,11,18,10.77,86.0,27.52
2001,11,19,8.62,84.06,27.62
2001,11,20,8.01,84.38,27.38
2001,11,21,8.4,81.88,27.62
2001,11,22,7.31,80.69,27.54
2001,11,23,7.15,81.31,27.34
2001,11,24,6.67,80.44,27.19
2001,11,25,7.73,79.06,27.15
2001,11,26,7.7,78.56,27.01
2001,11,27,7.27,77.81,27.14
2001,11,28,6.05,83.31,27.05
2001,11,29,3.79,86.06,26.95
2001,11,30,2.09,85.62,26.53
2001,12,1,2.36,84.19,26.48
2001,12,2,4.87,83.44,25.98
2001,12,3,5.25,82.81,26.8
2001,12,4,5.51,81.06,27.17
2001,12,5,6.89,84.31,27.13
2001,12,6,7.28,85.06,27.05
2001,12,7,5.37,83.31,26.68
2001,12,8,4.37,87.75,26.48
2001,12,9,3.73,83.19,27.19
2001,12,10,4.08,83.88,27.15
2001,12,11,5.38,83.19,27.08
2001,12,12,5.75,82.81,26.51
2001,12,13,5.27,82.88,27.14
2001,12,14,5.33,82.94,27.51
2001,12,15,5.16,83.06,27.71
2001,12,16,3.88,85.88,27.26
2001,12,17,4.59,85.56,27.38
2001,12,18,4.52,86.31,27.37
2001,12,19,8.24,82.31,27.42
2001,12,20,8.58,83.62,27.3
2001,12,21,8.63,85.31,27.23
2001,12,22,9.62,88.19,26.94
2001,12,23,8.4,84.38,27.04
2001,12,24,9.41,83.88,27.14
2001,12,25,10.6,83.06,26.99
2001,12,26,9.12,85.75,26.83
2001,12,27,9.27,87.81,26.76
2001,12,28,7.38,88.06,26.49
2001,12,29,9.94,84.0,26.59
2001,12,30,8.98,81.75,26.19
2001,12,31,7.65,80.81,26.17
2002,1,1,7.3,80.88,26.15
2002,1,2,7.71,81.25,26.2
2002,1,3,8.16,78.56,26.37
2002,1,4,8.51,82.0,26.51
2002,1,5,9.09,84.44,26.94
2002,1,6,9.16,83.12,26.87
2002,1,7,9.24,83.31,26.67
2002,1,8,9.9,83.38,26.6
2002,1,9,9.68,84.69,26.47
2002,1,10,9.01,83.62,26.44
2002,1,11,7.34,85.38,26.23
2002,1,12,7.16,85.0,26.08
2002,1,13,7.12,84.69,26.04
2002,1,14,6.53,81.94,26.14
2002,1,15,5.05,83.44,25.94
2002,1,16,5.68,88.75,25.43
2002,1,17,5.9,91.31,25.53
2002,1,18,5.99,91.12,25.81
2002,1,19,5.42,89.38,25.91
2002,1,20,6.12,90.25,25.78
2002,1,21,6.32,90.69,25.76
2002,1,22,8.38,89.81,25.8
2002,1,23,8.55,87.88,25.93
2002,1,24,7.5,90.88,25.8
2002,1,25,6.84,91.94,25.66
2002,1,26,5.75,85.19,25.87
2002,1,27,7.07,86.38,25.61
2002,1,28,8.38,89.88,25.53
2002,1,29,9.4,84.69,25.91
2002,1,30,9.05,85.25,25.83
2002,1,31,9.08,83.38,25.63
2002,2,1,6.95,87.62,25.15
2002,2,2,6.69,87.5,25.17
2002,2,3,7.0,84.25,25.62
2002,2,4,6.62,85.12,25.87
2002,2,5,6.63,82.44,25.96
2002,2,6,6.56,78.06,25.84
2002,2,7,5.25,80.94,25.55
2002,2,8,5.72,82.81,25.41
2002,2,9,6.16,80.06,25.69
2002,2,10,6.77,84.38,25.71
2002,2,11,7.6,87.44,25.73
2002,2,12,7.38,86.62,25.84
2002,2,13,8.45,85.0,25.94
2002,2,14,7.47,82.12,26.33
2002,2,15,7.62,81.5,26.26
2002,2,16,7.34,81.12,26.24
2002,2,17,7.14,84.0,26.17
2002,2,18,7.59,85.12,26.3
2002,2,19,8.09,85.62,26.31
2002,2,20,7.7,85.19,26.12
2002,2,21,6.22,87.44,25.86
2002,2,22,6.59,89.94,25.67
2002,2,23,6.4,87.62,26.08
2002,2,24,6.03,87.5,26.21
2002,2,25,6.09,86.75,26.31
2002,2,26,5.8,90.06,26.1
2002,2,27,5.44,93.12,25.84
2002,2,28,5.3,92.19,25.76
2002,3,1,4.77,87.81,26.01
2002,3,2,6.05,89.25,25.76
2002,3,3,6.06,83.88,25.79
2002,3,4,5.19,78.5,26.48
2002,3,5,4.85,77.69,26.86
2002,3,6,5.41,83.44,25.99
2002,3,7,6.42,83.12,26.26
2002,3,8,7.2,78.0,26.96
2002,3,9,7.09,81.0,26.79
2002,3,10,6.57,80.88,26.83
2002,3,11,6.64,83.12,26.61
2002,3,12,5.9,81.0,26.8
2002,3,13,4.64,82.31,26.93
2002,3,14,3.45,79.19,27.26
2002,3,15,3.18,78.81,27.4
2002,3,16,2.23,77.19,27.36
2002,3,17,3.62,78.19,27.51
2002,3,18,6.44,79.0,27.66
2002,3,19,6.91,86.25,27.18
2002,3,20,5.9,90.31,26.55
2002,3,21,3.86,89.44,26.58
2002,3,22,2.97,88.12,26.71
2002,3,23,2.42,85.19,26.81
2002,3,24,3.13,84.56,26.83
2002,3,25,3.09,83.81,26.86
2002,3,26,2.71,81.5,26.68
2002,3,27,2.63,82.69,27.11
2002,3,28,2.88,81.38,27.8
2002,3,29,3.21,81.94,27.84
2002,3,30,2.65,80.0,27.73
2002,3,31,4.38,82.94,27.55
2002,4,1,5.28,75.25,27.73
2002,4,2,4.3,75.12,27.79
2002,4,3,2.23,78.38,27.69
2002,4,4,2.43,77.12,28.09
2002,4,5,3.21,80.56,27.94
2002,4,6,3.09,81.44,27.87
2002,4,7,4.87,83.06,28.02
2002,4,8,3.21,84.31,27.49
2002,4,9,2.12,84.44,27.12
2002,4,10,2.02,82.81,27.19
2002,4,11,2.28,79.56,27.63
2002,4,12,5.16,79.69,28.2
2002,4,13,5.61,80.69,28.65
2002,4,14,4.04,80.75,28.0
2002,4,15,2.05,77.12,27.64
2002,4,16,1.88,80.31,27.75
2002,4,17,1.7,78.69,28.01
2002,4,18,3.6,79.31,28.62
2002,4,19,3.84,81.0,28.12
2002,4,20,3.91,85.19,27.92
2002,4,21,3.16,84.5,28.17
2002,4,22,3.19,80.69,28.51
2002,4,23,1.96,75.75,28.62
2002,4,24,2.59,76.94,28.81
2002,4,25,1.47,76.0,28.65
2002,4,26,2.53,80.5,28.48
2002,4,27,2.48,82.38,28.12
2002,4,28,1.11,79.44,28.14
2002,4,29,1.88,82.25,28.12
2002,4,30,1.95,84.06,27.81
2002,5,1,3.1,87.0,27.56
2002,5,2,3.83,86.06,27.95
2002,5,3,3.75,84.0,28.51
2002,5,4,4.53,83.88,28.98
2002,5,5,4.12,86.69,28.27
2002,5,6,1.62,88.06,27.54
2002,5,7,2.6,89.56,27.07
2002,5,8,3.66,88.94,27.62
2002,5,9,4.32,87.5,28.02
2002,5,10,4.69,82.38,28.43
2002,5,11,4.47,85.38,28.58
2002,5,12,3.59,87.06,28.33
2002,5,13,3.62,83.38,28.71
2002,5,14,2.88,79.69,29.07
2002,5,15,2.8,77.44,29.17
2002,5,16,3.49,79.81,29.15
2002,5,17,4.62,82.5,29.18
2002,5,18,4.84,81.0,29.37
2002,5,19,5.24,76.44,29.63
2002,5,20,5.16,75.44,29.45
2002,5,21,4.5,78.25,28.98
2002,5,22,3.5,80.44,28.84
2002,5,23,3.38,79.44,28.93
2002,5,24,4.02,79.69,28.87
2002,5,25,4.28,81.31,28.69
2002,5,26,4.2,83.62,28.38
2002,5,27,3.92,84.06,27.47
2002,5,28,4.04,83.0,28.02
2002,5,29,4.71,82.31,28.7
2002,5,30,3.36,82.19,28.51
2002,5,31,3.0,82.62,28.44
2002,6,1,3.23,81.19,28.56
2002,6,2,3.39,82.62,28.5
2002,6,3,4.32,84.19,28.58
2002,6,4,4.73,83.0,28.62
2002,6,5,4.79,82.69,28.9
2002,6,6,3.52,81.25,28.87
2002,6,7,2.98,80.5,28.71
2002,6,8,4.65,82.75,28.77
2002,6,9,4.97,85.0,28.62
2002,6,10,3.89,83.38,28.48
2002,6,11,1.64,84.88,27.19
2002,6,12,3.46,80.06,27.73
2002,6,13,2.83,85.25,27.0
2002,6,14,1.91,79.88,27.28
2002,6,15,3.22,84.56,27.62
2002,6,16,3.8,84.94,28.03
2002,6,17,4.69,83.62,28.22
2002,6,18,5.28,80.0,29.01
2002,6,19,5.11,83.25,28.73
2002,6,20,5.53,82.81,28.89
2002,6,21,5.66,81.12,29.2
2002,6,22,5.41,83.5,28.97
2002,6,23,3.98,84.0,28.64
2002,6,24,5.06,86.19,28.37
2002,6,25,4.55,85.38,28.27
2002,6,26,4.79,86.69,28.47
2002,6,27,5.22,85.06,28.67
2002,6,28,3.84,84.69,28.41
2002,6,29,4.96,85.44,28.46
2002,6,30,5.83,84.31,28.51
2002,7,1,6.75,86.19,27.85
2002,7,2,6.34,84.19,28.22
2002,7,3,7.07,84.56,28.32
2002,7,4,7.0,83.5,28.4
2002,7,5,6.97,82.81,28.6
2002,7,6,7.28,84.0,28.69
2002,7,7,6.89,82.62,28.97
2002,7,8,6.41,82.44,29.08
2002,7,9,6.55,82.75,29.12
2002,7,10,6.53,83.88,28.79
2002,7,11,6.91,84.25,28.68
2002,7,12,6.98,85.75,28.24
2002,7,13,4.98,84.94,28.2
2002,7,14,6.76,83.56,28.67
2002,7,15,7.54,82.94,28.87
2002,7,16,6.96,81.81,28.98
2002,7,17,6.3,82.69,28.27
2002,7,18,5.11,85.38,27.83
2002,7,19,3.62,80.94,28.03
2002,7,20,4.8,79.5,28.6
2002,7,21,4.37,82.5,28.39
2002,7,22,3.63,83.62,27.86
2002,7,23,5.2,85.06,27.93
2002,7,24,5.84,84.31,28.12
2002,7,25,4.53,85.06,28.14
2002,7,26,4.89,84.88,28.01
2002,7,27,5.95,81.62,28.58
2002,7,28,6.37,80.31,28.69
2002,7,29,5.94,83.56,28.15
2002,7,30,4.72,79.81,28.04
2002,7,31,4.38,80.06,28.44
2002,8,1,4.48,82.81,28.51
2002,8,2,5.16,81.81,28.7
2002,8,3,5.46,81.44,28.44
2002,8,4,6.09,82.69,28.32
2002,8,5,5.14,79.69,28.38
2002,8,6,6.14,78.62,28.76
2002,8,7,3.78,77.94,27.95
2002,8,8,3.19,82.75,27.52
2002,8,9,2.7,82.62,27.47
2002,8,10,4.25,81.69,28.02
2002,8,11,5.6,82.25,28.44
2002,8,12,3.92,82.5,28.24
2002,8,13,3.91,83.06,27.98
2002,8,14,5.66,82.06,28.49
2002,8,15,7.6,77.0,28.88
2002,8,16,6.65,73.81,28.82
2002,8,17,7.31,75.75,28.92
2002,8,18,7.98,75.19,28.99
2002,8,19,8.66,79.31,28.64
2002,8,20,7.62,79.44,28.4
2002,8,21,5.39,81.44,27.94
2002,8,22,3.39,80.5,28.2
2002,8,23,2.78,80.94,27.97
2002,8,24,4.01,82.06,28.0
2002,8,25,3.31,80.69,28.07
2002,8,26,2.84,80.06,28.05
2002,8,27,4.7,82.69,27.76
2002,8,28,3.48,84.19,27.63
2002,8,29,2.81,83.38,27.36
2002,8,30,3.12,81.12,27.58
2002,8,31,3.02,81.31,27.27
2002,9,1,4.67,83.0,27.83
2002,9,2,4.29,82.75,28.01
2002,9,3,4.44,82.88,27.78
2002,9,4,4.63,84.75,27.7
2002,9,5,4.33,85.44,27.41
2002,9,6,4.21,85.19,27.7
2002,9,7,5.13,85.81,27.71
2002,9,8,5.77,85.94,27.3
2002,9,9,5.05,82.31,27.38
2002,9,10,5.21,85.19,26.8
2002,9,11,5.3,83.69,27.05
2002,9,12,3.99,77.44,28.21
2002,9,13,3.86,78.5,28.37
2002,9,14,3.66,82.38,27.87
2002,9,15,4.51,83.0,28.21
2002,9,16,3.95,79.88,28.45
2002,9,17,5.17,78.12,28.62
2002,9,18,5.88,73.12,29.15
2002,9,19,5.62,75.06,28.86
2002,9,20,4.98,78.81,28.51
2002,9,21,5.23,80.69,28.33
2002,9,22,5.38,81.69,28.14
2002,9,23,5.03,82.19,27.74
2002,9,24,5.88,84.25,27.56
2002,9,25,4.3,84.25,27.67
2002,9,26,4.0,80.94,28.24
2002,9,27,1.94,79.56,27.76
2002,9,28,1.96,83.75,26.9
2002,9,29,2.11,76.94,27.36
2002,9,30,2.16,79.56,27.24
2002,10,1,1.73,74.44,28.07
2002,10,2,1.29,69.0,28.46
2002,10,3,2.82,76.31,28.57
2002,10,4,2.55,79.94,28.3
2002,10,5,2.98,81.94,28.34
2002,10,6,1.59,80.75,27.81
2002,10,7,1.91,80.38,27.48
2002,10,8,1.61,83.19,26.84
2002,10,9,1.41,82.62,26.87
2002,10,10,1.73,77.44,27.78
2002,10,11,1.73,80.62,27.55
2002,10,12,4.31,81.75,28.02
2002,10,13,2.91,77.31,28.45
2002,10,14,3.14,80.94,27.77
2002,10,15,2.55,78.81,27.83
2002,10,16,1.87,80.38,27.86
2002,10,17,1.5,81.56,27.45
2002,10,18,3.17,84.31,27.36
2002,10,19,2.57,82.19,27.74
2002,10,20,1.33,79.44,27.63
2002,10,21,1.88,80.94,27.47
2002,10,22,2.05,78.25,27.83
2002,10,23,1.73,74.88,28.09
